0.032	0.0258	0.0162	0.0097	0.0061	-0.0039	-0.007
0.0291	0.0215	0.012	0.0097	0.0055	-0.0002	-0.012
0.0263	0.0196	0.0143	0.0065	0.0011	-0.0041	-0.0211
0.0234	0.0157	0.0111	0.0054	-0.001	-0.0111	-0.0159
0.0091	0.0053	0.0025	-0.0018	-0.0066	-0.0085	-0.0254
-0.0061	-0.0099	-0.0074	-0.0074	-0.0083	-0.0195	-0.0306
-0.0243	-0.0189	-0.017	-0.0119	-0.0133	-0.0176	-0.0229
-0.0306	-0.0244	-0.0208	-0.0164	-0.0163	-0.0212	-0.0293
-0.0354	-0.0303	-0.025	-0.02	-0.0227	-0.0307	-0.0371
-0.0391	-0.0365	-0.029	-0.0227	-0.0242	-0.0278	-0.0382
-0.0415	-0.0396	-0.0316	-0.0301	-0.0273	-0.0342	-0.0391
-0.0428	-0.0424	-0.0345	-0.0319	-0.0334	-0.0426	-0.046
-0.041	-0.0402	-0.0396	-0.0347	-0.0383	-0.0417	-0.0534
-0.0402	-0.0406	-0.0431	-0.04	-0.0446	-0.0494	-0.0535
-0.043	-0.041	-0.0444	-0.0445	-0.0481	-0.0546	-0.0583
-0.0445	-0.0452	-0.0453	-0.0519	-0.0515	-0.0576	-0.064
-0.0442	-0.0434	-0.0495	-0.0577	-0.0571	-0.0631	-0.07
-0.0471	-0.0499	-0.0534	-0.0571	-0.0604	-0.0683	-0.0655
-0.0511	-0.0538	-0.0581	-0.0614	-0.0686	-0.0737	-0.0718
-0.0577	-0.058	-0.0609	-0.0711	-0.0752	-0.0773	-0.0812
-0.0635	-0.0647	-0.0673	-0.0734	-0.0765	-0.0801	-0.0903
