0.15406153	1	0	0.732784157	10.61474068
				
0.264485655	2	0	0.854517209	4.971799369
				
0.25771662	3	0	0.544046123	4.860902482
				
0.431126055	4	0	0.54383501	4.86237108
				
0.411284835	5	0	0.545264965	4.967930568
				
0.40229527	6	0	0.548136546	4.96357543
				
0.393305705	7	0	0.546433567	4.96357543
				
0.384332455	8	0	0.544558294	4.954864982
				
0.37522786	9	0	0.54766652	4.96395385
				
0.36636964	10	0	0.540677658	4.967930568
				
0.35739639	11	0	0.543794818	4.96357543
				
0.348406825	12	0	0.547123768	4.950509672
				
0.174526565	13	0	0.547053066	4.977748357
				
0.17208114	14	0	0.543431335	4.952913037
				
0.169842295	15	0	0.53965637	4.977748357
				
0.167491825	16	0	0.547229471	4.943648701
				
0.165141355	17	0	0.549181622	4.977748357
				
0.16270156	18	0	0.545382208	4.955131632
				
0.160457085	19	0	0.547421345	4.977748357
				
0.15811495	20	0	0.543482785	4.943648701
				
0.155772815	21	0	0.545496424	4.952173946
				
0.15333031	22	0	0.192920551	2.070536722
				
0.0890979	23	0	0.164773635	7.826091167
				
0.065797015	24	0	0.15622163	8.643258522
				
0.0467622	25	0	0.158582226	8.617291924

				
0.378603	1	0	0	-1.5708
				
0.41164128	2	0	0	-1.5708
				
0.39652782	3	0	0	-1.5708

0.266244255	1	0	-2.937396497	0.009763506
				
0.221491053	2	0	-2.93413972	0.026853302
				
0.201962286	3	0	-2.931011877	0.016111982
				
0.182431842	4	0	-2.926786801	0.026853302
				
0.162888906	5	0	-2.940724959	0.010741322
				
0.071544332	6	0	-2.921094377	0.197444426

