0	-0.0319	-0.063	-0.0922	-0.1184	-0.141	-0.1591
0	-0.0323	-0.0637	-0.0932	-0.1198	-0.1426	-0.1609
0	-0.0326	-0.0643	-0.0941	-0.1209	-0.1439	-0.1623
0	-0.0329	-0.0648	-0.0948	-0.1218	-0.1449	-0.1635
0	-0.033	-0.065	-0.0951	-0.1222	-0.1455	-0.1641
0	-0.033	-0.0651	-0.0953	-0.1224	-0.1456	-0.1643
0	-0.033	-0.0651	-0.0952	-0.1224	-0.1456	-0.1642
0	-0.0329	-0.0649	-0.0949	-0.1219	-0.145	-0.1637
0	-0.0327	-0.0646	-0.0944	-0.1212	-0.1442	-0.1627
0	-0.0325	-0.064	-0.0936	-0.1201	-0.1429	-0.1613
0	-0.0321	-0.0633	-0.0925	-0.1187	-0.1413	-0.1595
0	-0.0317	-0.0625	-0.0912	-0.1171	-0.1394	-0.1573
0	-0.0313	-0.0616	-0.0898	-0.1153	-0.1372	-0.1549
0	-0.0307	-0.0604	-0.0881	-0.1131	-0.1346	-0.152
0	-0.03	-0.0591	-0.0862	-0.1107	-0.1317	-0.1488
0	-0.0293	-0.0576	-0.0842	-0.108	-0.1286	-0.1452
0	-0.0285	-0.0561	-0.0819	-0.1052	-0.1252	-0.1414
0	-0.0276	-0.0544	-0.0795	-0.1021	-0.1215	-0.1372
0	-0.0267	-0.0526	-0.0769	-0.0988	-0.1176	-0.1328
0	-0.0258	-0.0508	-0.0742	-0.0953	-0.1135	-0.1282
0	-0.0248	-0.0488	-0.0713	-0.0917	-0.1092	-0.1233
