-0.0145	-0.0136	-0.0132	-0.0119	-0.0131	-0.0141	-0.0149
-0.015	-0.0144	-0.0138	-0.0126	-0.0133	-0.0145	-0.0154
-0.0157	-0.0146	-0.0146	-0.0134	-0.0133	-0.0143	-0.0138
-0.016	-0.0157	-0.0146	-0.013	-0.013	-0.0145	-0.0146
-0.0171	-0.0161	-0.0151	-0.0138	-0.014	-0.0147	-0.0148
-0.0172	-0.0166	-0.0151	-0.0142	-0.0136	-0.0151	-0.0147
-0.0165	-0.0164	-0.0153	-0.0143	-0.0146	-0.0151	-0.015
-0.0163	-0.0164	-0.0155	-0.0149	-0.0144	-0.015	-0.0139
-0.0165	-0.0161	-0.0155	-0.0151	-0.0155	-0.0149	-0.0155
-0.016	-0.0159	-0.0158	-0.015	-0.0146	-0.0146	-0.0136
-0.0156	-0.0161	-0.0149	-0.015	-0.015	-0.0162	-0.0147
-0.0152	-0.016	-0.0156	-0.0153	-0.0157	-0.0163	-0.0155
-0.0155	-0.0157	-0.0156	-0.015	-0.0156	-0.0161	-0.0152
-0.0145	-0.0153	-0.0154	-0.0147	-0.016	-0.0165	-0.0171
-0.0142	-0.0145	-0.0156	-0.0146	-0.0158	-0.0171	-0.0164
-0.0144	-0.0155	-0.0159	-0.0153	-0.0161	-0.017	-0.0166
-0.0157	-0.0161	-0.0163	-0.0158	-0.0167	-0.0168	-0.0165
-0.0166	-0.0164	-0.0171	-0.0167	-0.0177	-0.0171	-0.0162
-0.0173	-0.0176	-0.0179	-0.0169	-0.0156	-0.0174	-0.0165
-0.0188	-0.0185	-0.0185	-0.0168	-0.0152	-0.0162	-0.0157
-0.0194	-0.0191	-0.0182	-0.0171	-0.014	-0.0163	-0.016
