0.083025	-0.43443	0.35142	0.15406	0	0.73278	5.205
0.0706	-0.52458	0.3368	0.26449	0	0.85452	5.205
0.05505	-0.63882	0.32705	0.25772	0	0.54405	5.205
0.008775	-0.89263	0.30545	0.43113	0	0.54384	5.205
-0.0284	-1.2182	0.2774	0.41128	0	0.54526	5.205
-0.044525	-1.5446	0.24905	0.4023	0	0.54814	5.205
-0.060625	-1.8708	0.22068	0.39331	0	0.54643	5.205
-0.076775	-2.1972	0.1924	0.38433	0	0.54456	5.205
-0.092875	-2.5234	0.16405	0.37523	0	0.54767	5.205
-0.109	-2.8497	0.13575	0.36637	0	0.54068	5.205
-0.12502	-3.1761	0.1074	0.3574	0	0.54379	5.205
-0.14113	-3.5023	0.07905	0.34841	0	0.54712	5.205
-0.15332	-3.7488	0.0576	0.17453	0	0.54705	5.205
-0.1616	-3.9156	0.04315	0.17208	0	0.54343	5.205
-0.1698	-4.0822	0.0287	0.16984	0	0.53966	5.205
-0.17808	-4.2489	0.0142	0.16749	0	0.54723	5.205
-0.18627	-4.4156	-0.000325	0.16514	0	0.54918	5.205
-0.19445	-4.5823	-0.014775	0.1627	0	0.54538	5.205
-0.20272	-4.7489	-0.0293	0.16046	0	0.54742	5.205
-0.211	-4.9156	-0.04375	0.15811	0	0.54348	5.205
-0.2192	-5.0823	-0.058175	0.15577	0	0.5455	5.205
-0.22748	-5.2492	-0.068425	0.15333	0	0.19292	5.205
-0.29165	-5.3863	-0.0788	0.089098	0	0.16477	5.205
-0.42438	-5.4894	-0.09365	0.065797	0	0.15622	5.205
-0.56958	-5.5891	-0.10883	0.046762	0	0.15858	5.205
0.083025	0.43443	0.35142	0.15406	0	0.73278	-5.205
0.0706	0.52458	0.3368	0.26449	0	0.85452	-5.205
0.05505	0.63882	0.32705	0.25772	0	0.54405	-5.205
0.008775	0.89263	0.30545	0.43113	0	0.54384	-5.205
-0.0284	1.2182	0.2774	0.41128	0	0.54526	-5.205
-0.044525	1.5446	0.24905	0.4023	0	0.54814	-5.205
