0	-0.0233	-0.0277	-0.0327	-0.0358	-0.0505	-0.0597
0	-0.0236	-0.0318	-0.0351	-0.038	-0.0502	-0.0621
0	-0.0231	-0.0336	-0.0403	-0.0413	-0.0516	-0.07
0	-0.0263	-0.037	-0.0435	-0.0398	-0.0537	-0.0668
0	-0.0262	-0.0386	-0.0445	-0.0443	-0.0509	-0.0667
0	-0.0273	-0.0359	-0.0437	-0.0384	-0.0559	-0.0676
0	-0.0289	-0.0367	-0.0447	-0.046	-0.0552	-0.0676
0	-0.0282	-0.0352	-0.0407	-0.042	-0.0504	-0.0573
0	-0.0284	-0.0337	-0.0401	-0.0447	-0.0517	-0.0647
0	-0.0246	-0.0344	-0.0381	-0.0411	-0.0508	-0.0626
0	-0.0207	-0.0281	-0.0339	-0.0382	-0.0535	-0.0542
0	-0.0186	-0.0274	-0.0313	-0.0417	-0.0506	-0.0606
0	-0.0149	-0.0297	-0.0337	-0.041	-0.0534	-0.062
0	-0.0122	-0.0231	-0.0294	-0.0392	-0.0536	-0.0635
0	-0.0108	-0.0191	-0.0258	-0.0407	-0.0528	-0.059
0	-0.0077	-0.0191	-0.0226	-0.0401	-0.0524	-0.0602
0	-0.0085	-0.0185	-0.0251	-0.0384	-0.0495	-0.0576
0	-0.0066	-0.0228	-0.0274	-0.0416	-0.0508	-0.0595
0	-0.0076	-0.0191	-0.0282	-0.0363	-0.0474	-0.0557
0	-0.0082	-0.0178	-0.021	-0.0318	-0.043	-0.0499
0	-0.0071	-0.0219	-0.0289	-0.0322	-0.0426	-0.0527
